Logging overview + all games to file
Deck used: "boros_burn"
Overview of games:
 GameNum      Turns     Creatures    Oneshots    MissedLands 
			cost is WR, with untapped: 1 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 3 mountains, 0 plains
			tapped -1 duals, 3 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Goblin Guide
		Enemy life: -2
WON ON TURN 4


===========================================================================
					   GAME 588 won in 3 turns
Creatures played: 3
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Arid Mesa
Drew Searing Blaze
Drew Lightning Bolt
Drew Goblin Guide
Drew Ghitu Lavarunner
Drew Mountain
Drew Mountain

Turn 1) 
Drew Boros Charm
Hand:
	 Arid Mesa
	 Searing Blaze
	 Lightning Bolt
	 Goblin Guide
	 Ghitu Lavarunner
	 Mountain
	 Mountain
	 Boros Charm
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 13

Turn 2) 
Drew Skewer the Critics
Hand:
	 Searing Blaze
	 Mountain
	 Mountain
	 Boros Charm
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Ghitu Lavarunner
Hand:
	 Mountain
	 Boros Charm
	 Skewer the Critics
	 Ghitu Lavarunner
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 6 with Ghitu Lavarunner, Ghitu Lavarunner, Goblin Guide
		Enemy life: -3
WON ON TURN 3


===========================================================================
					   GAME 589 won in 4 turns
Creatures played: 1
Oneshots played:  5
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Arid Mesa
Drew Skullcrack
Drew Lightning Bolt
Drew Monastery Swiftspear
Drew Plains
Drew Plateau

Turn 1) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Arid Mesa
	 Skullcrack
	 Lightning Bolt
	 Monastery Swiftspear
	 Plains
	 Plateau
	 Skewer the Critics
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Skullcrack
	 Plains
	 Plateau
	 Skewer the Critics
	 Lightning Bolt
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 10

Turn 3) 
Drew Plains
Hand:
	 Mountain
	 Plains
	 Skewer the Critics
	 Lightning Bolt
	 Plains
No plains out, trying plains
	--> Plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
no oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 2

Turn 4) 
Drew Searing Blaze
Hand:
	 Mountain
	 Plains
	 Searing Blaze
Plains out, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 1 mountains, 1 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
WON ON TURN 4


===========================================================================
					   GAME 590 won in 3 turns
Creatures played: 3
Oneshots played:  2
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Searing Blaze
Drew Rift Bolt
Drew Goblin Guide
Drew Ghitu Lavarunner
Drew Plateau
Drew Lightning Helix

Turn 1) 
Drew Monastery Swiftspear
Hand:
	 Plateau
	 Searing Blaze
	 Rift Bolt
	 Goblin Guide
	 Ghitu Lavarunner
	 Plateau
	 Lightning Helix
	 Monastery Swiftspear
Duals in hand: 2, calling dual()
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
no oneshot played
	Combat: 6 with Monastery Swiftspear, Ghitu Lavarunner, Goblin Guide
		Enemy life: 14

Turn 2) 
Drew Mountain
Hand:
	 Searing Blaze
	 Rift Bolt
	 Plateau
	 Lightning Helix
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 6 with Goblin Guide, Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: 5

Turn 3) 
Drew Mountain
Hand:
	 Rift Bolt
	 Lightning Helix
	 Mountain
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 6 with Ghitu Lavarunner, Goblin Guide, Monastery Swiftspear
		Enemy life: -4
WON ON TURN 3


===========================================================================
					   GAME 591 won in 5 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Arid Mesa
Drew Lightning Bolt
Drew Monastery Swiftspear
Drew Plains
Drew Arid Mesa
Drew Skullcrack

Turn 1) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Arid Mesa
	 Lightning Bolt
	 Monastery Swiftspear
	 Plains
	 Arid Mesa
	 Skullcrack
	 Skewer the Critics
Fetches in hand: 2, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Plateau
Hand:
	 Mountain
	 Plains
	 Arid Mesa
	 Skullcrack
	 Skewer the Critics
	 Plateau
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 2, searching for Plateau
	--> Plateau
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 10

Turn 3) 
Drew Mountain
Hand:
	 Mountain
	 Plains
	 Skewer the Critics
	 Plateau
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Skewer the Critics
			cost is R, with untapped: 3 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 5

Turn 4) 
Drew Goblin Guide
Hand:
	 Mountain
	 Plains
	 Mountain
	 Goblin Guide
No plains out, trying plains
	--> Plains
  Trying to cast Goblin Guide
			cost is R, with untapped: 3 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
no oneshot played
	Combat: 4 with Goblin Guide, Monastery Swiftspear
		Enemy life: 1

Turn 5) 
Drew Plateau
Hand:
	 Mountain
	 Mountain
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
no oneshot played
	Combat: 4 with Monastery Swiftspear, Goblin Guide
		Enemy life: -3
WON ON TURN 5


===========================================================================
					   GAME 592 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Boros Charm
Drew Searing Blaze
Drew Skullcrack
Drew Rift Bolt
Drew Lava Spike
Drew Ghitu Lavarunner

Turn 1) 
Drew Mountain
Hand:
	 Plateau
	 Boros Charm
	 Searing Blaze
	 Skullcrack
	 Rift Bolt
	 Lava Spike
	 Ghitu Lavarunner
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Plateau
Hand:
	 Boros Charm
	 Searing Blaze
	 Skullcrack
	 Rift Bolt
	 Mountain
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Boros Charm
Hand:
	 Boros Charm
	 Skullcrack
	 Rift Bolt
	 Mountain
	 Boros Charm
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Rift Bolt
Hand:
	 Boros Charm
	 Rift Bolt
	 Boros Charm
	 Rift Bolt
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 593 won in 3 turns
Creatures played: 2
Oneshots played:  4
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Searing Blaze
Drew Skewer the Critics
Drew Rift Bolt
Drew Monastery Swiftspear
Drew Mountain
Drew Skullcrack

Turn 1) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Searing Blaze
	 Skewer the Critics
	 Rift Bolt
	 Monastery Swiftspear
	 Mountain
	 Skullcrack
	 Lightning Bolt
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Skewer the Critics
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Lava Spike
Hand:
	 Searing Blaze
	 Rift Bolt
	 Mountain
	 Skullcrack
	 Lightning Bolt
	 Lava Spike
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 0 duals, 2 mountains, 0 plains
			tapped 0 duals, 2 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 10

Turn 3) 
Drew Ghitu Lavarunner
Hand:
	 Rift Bolt
	 Skullcrack
	 Lightning Bolt
	 Lava Spike
	 Ghitu Lavarunner
No lands in hand, skipping playLand step
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 0 duals, 2 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Rift Bolt
			cost is R, with untapped: 0 duals, 2 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
  Trying to cast Lightning Bolt
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 0
WON ON TURN 3


===========================================================================
					   GAME 594 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Arid Mesa
Drew Skewer the Critics
Drew Rift Bolt
Drew Rift Bolt
Drew Lava Spike
Drew Monastery Swiftspear
Drew Mountain

Turn 1) 
Drew Searing Blaze
Hand:
	 Arid Mesa
	 Skewer the Critics
	 Rift Bolt
	 Rift Bolt
	 Lava Spike
	 Monastery Swiftspear
	 Mountain
	 Searing Blaze
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Boros Charm
Hand:
	 Rift Bolt
	 Rift Bolt
	 Lava Spike
	 Mountain
	 Searing Blaze
	 Boros Charm
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 10

Turn 3) 
Drew Skullcrack
Hand:
	 Rift Bolt
	 Lava Spike
	 Searing Blaze
	 Boros Charm
	 Skullcrack
No lands in hand, skipping playLand step
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 5

Turn 4) 
Drew Plains
Hand:
	 Lava Spike
	 Searing Blaze
	 Boros Charm
	 Skullcrack
	 Plains
No mountains in hand, trying plains
	--> Plains
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
no oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 595 won in 5 turns
Creatures played: 0
Oneshots played:  6
Missed total land drops: 2
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Mountain
Drew Boros Charm
Drew Searing Blaze
Drew Rift Bolt
Drew Lava Spike
Drew Lava Spike

Turn 1) 
Drew Plains
Hand:
	 Mountain
	 Mountain
	 Boros Charm
	 Searing Blaze
	 Rift Bolt
	 Lava Spike
	 Lava Spike
	 Plains
No lands out, trying mountain
	--> Mountain
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
		Enemy life: 17

Turn 2) 
Drew Boros Charm
Hand:
	 Mountain
	 Boros Charm
	 Searing Blaze
	 Rift Bolt
	 Lava Spike
	 Plains
	 Boros Charm
No plains out, trying plains
	--> Plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 0 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
		Enemy life: 13

Turn 3) 
Drew Skullcrack
Hand:
	 Mountain
	 Searing Blaze
	 Rift Bolt
	 Lava Spike
	 Boros Charm
	 Skullcrack
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 0 duals, 2 mountains, 1 plains
			tapped 0 duals, 2 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
no oneshot played
		Enemy life: 10

Turn 4) 
Drew Skewer the Critics
Hand:
	 Rift Bolt
	 Lava Spike
	 Boros Charm
	 Skullcrack
	 Skewer the Critics
No lands in hand, skipping playLand step
  Trying to cast Rift Bolt
			cost is R, with untapped: 0 duals, 2 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
  Trying to cast Skewer the Critics
			cost is R, with untapped: 0 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
no oneshot played
		Enemy life: 4

Turn 5) 
Drew Lightning Bolt
Hand:
	 Boros Charm
	 Skullcrack
	 Skewer the Critics
	 Lightning Bolt
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 0 duals, 2 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
WON ON TURN 5


===========================================================================
					   GAME 596 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Arid Mesa
Drew Skewer the Critics
Drew Lightning Bolt
Drew Lava Spike
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Mountain
Hand:
	 Plateau
	 Arid Mesa
	 Skewer the Critics
	 Lightning Bolt
	 Lava Spike
	 Ghitu Lavarunner
	 Mountain
	 Mountain
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Mountain
Hand:
	 Plateau
	 Lightning Bolt
	 Lava Spike
	 Mountain
	 Mountain
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lightning Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Plains
Hand:
	 Lava Spike
	 Mountain
	 Mountain
	 Mountain
	 Plains
No plains out, trying plains
	--> Plains
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Boros Charm
Hand:
	 Mountain
	 Mountain
	 Mountain
	 Boros Charm
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: -1
WON ON TURN 4


===========================================================================
					   GAME 597 won in 3 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Plateau
Drew Boros Charm
Drew Skewer the Critics
Drew Rift Bolt
Drew Lava Spike
Drew Monastery Swiftspear

Turn 1) 
Drew Ghitu Lavarunner
Hand:
	 Mountain
	 Plateau
	 Boros Charm
	 Skewer the Critics
	 Rift Bolt
	 Lava Spike
	 Monastery Swiftspear
	 Ghitu Lavarunner
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 13

Turn 2) 
Drew Plateau
Hand:
	 Mountain
	 Boros Charm
	 Rift Bolt
	 Lava Spike
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 4 with Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Searing Blaze
Hand:
	 Mountain
	 Boros Charm
	 Lava Spike
	 Searing Blaze
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: -1
WON ON TURN 3


===========================================================================
					   GAME 598 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Arid Mesa
Drew Searing Blaze
Drew Lightning Helix
Drew Lava Spike
Drew Goblin Guide
Drew Plains
Drew Plateau

Turn 1) 
Drew Boros Charm
Hand:
	 Arid Mesa
	 Searing Blaze
	 Lightning Helix
	 Lava Spike
	 Goblin Guide
	 Plains
	 Plateau
	 Boros Charm
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Goblin Guide
		Enemy life: 15

Turn 2) 
Drew Rift Bolt
Hand:
	 Searing Blaze
	 Lightning Helix
	 Plains
	 Plateau
	 Boros Charm
	 Rift Bolt
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Goblin Guide
		Enemy life: 10

Turn 3) 
Drew Plateau
Hand:
	 Lightning Helix
	 Plains
	 Boros Charm
	 Rift Bolt
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 3 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Goblin Guide
		Enemy life: 5

Turn 4) 
Drew Skullcrack
Hand:
	 Lightning Helix
	 Plains
	 Boros Charm
	 Skullcrack
No mountains in hand, trying plains
	--> Plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 1 plains 
	--> Lightning Helix:  -3 
oneshot played
	Combat: 2 with Goblin Guide
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 599 won in 4 turns
Creatures played: 1
Oneshots played:  5
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Skullcrack
Drew Lightning Helix
Drew Lightning Bolt
Drew Lava Spike
Drew Monastery Swiftspear
Drew Plains

Turn 1) 
Drew Mountain
Hand:
	 Mountain
	 Skullcrack
	 Lightning Helix
	 Lightning Bolt
	 Lava Spike
	 Monastery Swiftspear
	 Plains
	 Mountain
No lands out, trying mountain
	--> Mountain
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Bolt
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
